,Strain.original.name,Codigo.CCBT,Serogroup.x,Serotype,Origin,Isolate.date,Geographic.origin,conservacion,Growth,ELISA.x,Zot.x,Zot.Ace.x,ctxA.x,tcp.x,N.Caja,Observ.x,RAPD,PFGE,VCR.PCR,REP.PCR,Supplier.Name,Strain.name,Serogroup.y,Serotipe,Origen,Isolation.date,City,Province,TCBS,TSA,Oxidase,ELISA.y,Zot.y,Zot.Ace.y,ctxA.y,tcp.y,Observ.y,Lane,Sample,Public.Name,Strain,Geographic.origin_NR,latitude,longitude,Province_Geographic.origin_NR,contaminated
523,J154,,O1,Ogawa,Human,19/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,Positive,Positive,Positive,NR,8,,,,NA,,CCBT0219,,O1,Ogawa,Human,19/01/1993,,Jujuy,Positive,Positive,Positive,Positive,Positive,Positive,Positive,NR,NA,26268_1#285,4772STDY6940983,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
604,J72,,O1,Ogawa,Human,22/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0304,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#71,4772STDY6941212,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
614,J109,,O1,Ogawa,Human,22/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0270,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#40,4772STDY6941026,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
616,J155,,O1,Ogawa,Human,22/01/1993,Jujuy,caja 9 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0397,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#152,4772STDY6941138,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
617,J163,,O1,Ogawa,Human,22/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0314,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#71,4772STDY6941057,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
618,J164,,O1,Ogawa,Human,22/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0309,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#76,4772STDY6941217,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
619,J170,,O1,Ogawa,Human,22/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0299,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#68,4772STDY6941054,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
622,J156,,,,Human,22/01/1993,Jujuy,caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,,,,,NA,,CCBT0307,,O1,,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#74,4772STDY6941215,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
633,J168,,O1,Ogawa,Human,22/01/1993,Jujuy,Caja 9 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,11,,,,NA,,CCBT0400,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#155,4772STDY6941141,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
647,J108,,,,Human,22/01/1993,Jujuy,,,Positive,,,,,,,,,NA,,CCBT0149,,O1,Ogawa,Human,01/12/1992,,Jujuy,,,,Positive,,,,,NA,26268_1#220,4772STDY6940918,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
676,ST2133,,O1,Ogawa,Human,27/01/1993,"Tartagal, Salta",,,Positive,,,,,11,,,,NA,,CCBT0340,,O1,Ogawa,Human,16/01/1993,Tartagal,Salta,Negative,Positive,Positive,Positive,,,,,NA,26237_7#97,4772STDY6941083,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
686,JP55,,O1,Ogawa,Human,03/02/1993,"Périco, Jujuy",caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0324,,O1,Ogawa,Human,03/02/1993,Perico,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#81,4772STDY6941067,NA,NA,"Pericho, Jujuy",-24.386536,-65.121305,Jujuy,
687,JP Esqueto,,O1,Ogawa,Human,03/02/1993,"Périco, Jujuy", caja 8 temp amb (vial: J Esquezo),TCBS+ TSA+ Oxidasa+,Positive,,,,,9,,,,NA,,CCBT0281,,O1,Ogawa,Human,03/02/1993,Perico,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#51,4772STDY6941037,NA,NA,"Pericho, Jujuy",-24.386536,-65.121305,Jujuy,
689,JP23,,O1,Ogawa,Human,03/02/1993,"Périco, Jujuy",caja 8 temp amb,TCBS+ TSA+ Oxidasa+,Negative,,,,,9,,,,NA,,CCBT0274,,O1,Ogawa,Human,03/02/1993,Perico,Jujuy,Positive,Positive,Positive,Negative,,,,,NA,26268_1#44,4772STDY6941030,NA,NA,"Pericho, Jujuy",-24.386536,-65.121305,Jujuy,
690,CH Mendez,,O1,Ogawa,Human,04/02/1993,,esta repetida no se abre,,Positive,,,,,9,,,,NA,,CCBT0500,,O1,Ogawa,Human,04/02/1993,,,,,,Positive,,,,,NA,26268_1#343,4772STDY6941292,NA,NA,,,,,
691,CH Mendez,,,,Human,04/02/1993,,esta repetida no se abre,,Positive,,,,,9,,,,NA,,CCBT0500,,O1,Ogawa,Human,04/02/1993,,,,,,Positive,,,,,NA,26268_1#343,4772STDY6941292,NA,NA,,,,,
96,S272,,O1,Ogawa,Human,21/04/1992,Salta,caja temp amb 3,contaminada,Positive,Positive,Positive,Positive,El Tor,3,,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
97,S313,,O1,Ogawa,Human,21/04/1992,Salta,,vial seco,Positive,Positive,Positive,Positive,NR,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
98,S424,,O1,Ogawa,Human,21/04/1992,Salta,,vial seco,Positive,Positive,Positive,Positive,NR,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
99,S391,,O1,Ogawa,Human,21/04/1992,Salta,caja 4 tem amb,,Positive,Positive,Positive,Positive,NR,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
100,S24,,O1,Ogawa,Human,21/04/1992,Salta,,vial seco,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
101,S144,,O1,Ogawa,Human,21/04/1992,Salta,,vial seco,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
102,S226,,O1,Ogawa,Human,21/04/1992,Salta,,contaminada,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
103,S233,,O1,Ogawa,Human,21/04/1992,Salta,,contaminada,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
104,S250,,O1,Ogawa,Human,21/04/1992,Salta,,vial seco,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
780,SO1650,,O1,Ogawa,Human,18/02/1993,"Oran, Salta",Caja 9 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,10,,,,NA,,CCBT0410,,O1,Ogawa,Human,18/02/1993,Oran ,Salta,Positive,Positive,Positive,Positive,,,,,NA,26237_7#165,4772STDY6941151,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
106,S269,,O1,Ogawa,Human,21/04/1992,Salta,,vial seco,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
107,S274,,O1,Ogawa,Human,21/04/1992,Salta,caja 3 temp amb,contaminada,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
108,S169,,O1,Ogawa,Human,21/04/1992,Salta,,contaminada,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
109,S322,,O1,Ogawa,Human,21/04/1992,Salta,,,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
110,S1,,O1,Ogawa,Ambiental,21/04/1992,Salta,,,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
111,S4,,O1,Ogawa,Ambiental,21/04/1992,Salta,rnumero repetido,,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
112,S19,,O1,Inaba,Human,21/04/1992,Salta,,,Positive,Negative,Negative,Negative,El Tor,3,,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
113,S30,,O1,Ogawa,Human,21/04/1992,Salta,,,Positive,Positive,Positive,Positive,NR,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
114,S29,,O1,Ogawa,Human,21/04/1992,Salta,,,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
785,SO1646,,O1,Ogawa,Human,18/02/1993,"Oran, Salta",Caja 9 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,10,,,,NA,,CCBT0383,,O1,Ogawa,Human,18/02/1993,Oran ,Salta,Positive,Positive,Positive,Positive,,,,,NA,26237_7#139,4772STDY6941125,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
116,41,,no-O1,,Ambiental,05/05/1992,C Lopez,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
117,52,,no-O1,,Ambiental,05/05/1992,C Lopez,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
118,61,,no-O1,,Ambiental,05/05/1992,C Lopez,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
119,53,,no-O1,,Ambiental,05/05/1992,C Lopez,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
120,32,,no-O1,,Ambiental,05/05/1992,C Lopez,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
797,SO1648,,O1,Ogawa,Human,18/02/1993,"Oran, Salta",Caja 9 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,10,,,,NA,,CCBT0417,,O1,Ogawa,Human,18/02/1993,Oran ,Salta,Positive,Positive,Positive,Positive,,,,,NA,26237_7#172,4772STDY6941158,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
833,J135,,O1,Ogawa,Human,02/03/1993,Jujuy,Caja 10 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,10,,,,NA,,CCBT0437,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#84,4772STDY6941225,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
860,J221,,O1,Ogawa,Human,02/03/1993,Jujuy,Caja 10 temp amb,TCBS+ TSA+ Oxidasa+,Positive,,,,,10,,,,NA,,CCBT0252,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#25,4772STDY6941011,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
881,J72,,O1,Ogawa,Human,02/03/1993,Jujuy,"repetida, esta abierta de la caja 8",,Positive,,,,,11,,,,NA,,CCBT0304,,O1,Ogawa,Human,22/01/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#71,4772STDY6941212,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
125,F99 H,,O1,Ogawa,Ambiental,05/05/1992,Formosa,,,Negative,Negative,Negative,Negative,El Tor,3,,?,6,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formosa,-26.177909,-58.188489,Formosa,
960,ST3098,,O1,Ogawa,Human,30/03/1993,"Tartagal, Salta",,,Positive,,,,,12,,,,NA,,CCBT0223,,O1,Ogawa,Human,30/03/1993,Tartagal,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#288,4772STDY6940986,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,yes
969,ST3098,,O1,Ogawa,Human,30/03/1993,"Tartagal, Salta",,,Positive,Positive,Positive,Positive,El Tor,12,,,,NA,,CCBT0223,,O1,Ogawa,Human,30/03/1993,Tartagal,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#288,4772STDY6940986,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
1522,J3/W,,no-O1,,Ambiental,17/01/1994,Jujuy,,,Negative,,,,,17,,,,NA,,CCBT0106,VC228,non-O1,,Environmental,01/12/1992,,Jujuy,Positive,Positive,Positive,Negative,,,,,NA,26268_1#192,4772STDY6940890,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
1524,J2/W,,no-O1,,Ambiental,17/01/1994,Jujuy,,,Negative,,,,,17,,,,NA,,CCBT0162,VC238,non-O1,,Environmental,01/12/1992,,Jujuy,,,,Negative,,,,,NA,26268_1#232,4772STDY6940930,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
1527,J5/W,,O1,Ogawa,Ambiental,17/01/1994,Jujuy,,,Positive,Positive,Positive,Positive,El Tor,17,,2,1,2,,CCBT0102,VC227,non-O1,,Environmental,12/04/2000,,Jujuy,Positive,Positive,Positive,Negative,,,,,NA,26268_1#188,4772STDY6940886,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
2175,J27,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0244,,O1,Ogawa,Human,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#17,4772STDY6941003,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
2178,J30,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0191,,O1,Ogawa,Human,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#258,4772STDY6940956,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
2181,J33,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0197,,O1,Ogawa,Human,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#264,4772STDY6940962,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
2187,J39,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0188,,O1,Ogawa,Environmental,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#255,4772STDY6940953,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
135,J1,,no-O1,,Ambiental,05/05/1992,Jujuy,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
136,J20,,O1,Inaba,Human,05/05/1992,Jujuy,,,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
137,RN70,,no-O1,,Human,05/05/1992,Rio Negro,,,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
138,E,,no-O1,,Ambiental,05/05/1992,Rio Reconquista,caja 3 tmp amb (vial: rio reconquista E),TCBS + TSA+ Oxidas+,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
139,B,,no-O1,,Ambiental,05/05/1992,Rio Reconquista,caja 3 temp amb. vial: rio reconquista B,TCBS + TSA+ Oxidas+,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
140,D,,no-O1,,Ambiental,05/05/1992,Rio Reconquista,vial: rio reconquista D,TCBS + TSA+ Oxidas+,Negative,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no data,,,no data,
2188,J40,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0200,,O1,Ogawa,Environmental,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#267,4772STDY6940965,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
2189,J41,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0229,,O1,Ogawa,Environmental,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#5,4772STDY6940991,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,yes
2191,J43,,no-O1,,Human,27/12/1994,Jujuy,,,Negative,,,,,20,,,,NA,,CCBT0214,,O1,Ogawa,Environmental,05/05/1992,,Jujuy,Positive,Positive,Positive,Positive,Positive,Positive,Positive,,NA,26268_1#280,4772STDY6940978,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,yes
2476,SSM2,,no-O1,,Human,05/12/1995,"Salvador Mazza, Salta",,,Negative,,,,,22,,,,NA,,CCBT0013,,O1,Ogawa,Human,23/01/1997,Salvador Mazza,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#109,4772STDY6940805,NA,NA,"Salvador Mazza, Salta",-22.056968,-63.690565,Salta,
2478,SSM3,,O1,Ogawa,Human,05/12/1995,"Salvador Mazza, Salta",,,Positive,Positive,Positive,Positive,Positive,22,,1,1,NA,,CCBT0040,,O1,Ogawa,Human,23/01/1997,Salvador Mazza,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#134,4772STDY6940830,NA,NA,"Salvador Mazza, Salta",-22.056968,-63.690565,Salta,
2527,JP55,,O1,Ogawa,Human,28/01/1996,"Périco, Jujuy",Abierto vial 1993,,Positive,,,,,,,,,NA,,CCBT0324,,O1,Ogawa,Human,03/02/1993,Perico,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#81,4772STDY6941067,NA,NA,"Pericho, Jujuy",-24.386536,-65.121305,Jujuy,
2528,JP23,,O1,Ogawa,Human,28/01/1996,"Périco, Jujuy",,,Positive,,,,,,,,,NA,,CCBT0274,,O1,Ogawa,Human,03/02/1993,Perico,Jujuy,Positive,Positive,Positive,Negative,,,,,NA,26268_1#44,4772STDY6941030,NA,NA,"Pericho, Jujuy",-24.386536,-65.121305,Jujuy,
2530,JP Esqueto,,O1,Ogawa,Human,28/01/1996,"Périco, Jujuy",,,Positive,,,,,,,,,NA,,CCBT0281,,O1,Ogawa,Human,03/02/1993,Perico,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#51,4772STDY6941037,NA,NA,"Pericho, Jujuy",-24.386536,-65.121305,Jujuy,yes
2533,SG23,,O1,Inaba,Human,01/02/1996,"Guemes, Salta",repetida???? Distinto año,,Positive,,,,,,,,,NA,,CCBT0236,,O1,Ogawa,Human,13/01/1993,Guemes,Salta,Positive,Positive,Negative,Positive,,,,,NA,26268_1#11,4772STDY6940997,NA,NA,"General Guemes, Salta",-24.669386,-65.050415,Salta,
2542,SG10,,O1,Inaba,Human,01/02/1996,"Guemes, Salta",,,Positive,,,,,,,,,NA,,CCBT0138,,O1,Ogawa,Human,13/01/1993,Guemes,Salta,Positive,Positive,Positive,Positive,,,,,NA,26237_7#51,4772STDY6941191,NA,NA,"General Guemes, Salta",-24.669386,-65.050415,Salta,
2544,SG12,,O1,Inaba,Human,01/02/1996,"Guemes, Salta",,,Positive,,,,,,,,,NA,,CCBT0148,,O1,Ogawa,Human,13/01/1993,Guemes,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#219,4772STDY6940917,NA,NA,"General Guemes, Salta",-24.669386,-65.050415,Salta,
2613,J123,,no-O1,,Human,12/02/1996,Jujuy,,,Negative,,,,,,,,,NA,,CCBT0178,,O1,Ogawa,Human,24/02/1992,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26268_1#246,4772STDY6940944,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
153,S461,,no-O1,,Human,05/05/1992,Salta,,,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
154,S555,,O1,,Human,05/05/1992,Salta,,,Positive,,,,,4,Contaminada,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
155,S133 H,,O1,Ogawa,Human,05/05/1992,Salta,,vial seco,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
156,S555,,O1,Ogawa,Human,13/05/1992,Salta,,,Positive,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
157,S461,,no-O1,,Human,14/05/1992,Salta,,,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
158,F1,,no-O1,,Ambiental,15/05/1992,cloaca (Clorinda),,,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clorinda,-25.289279,-57.722544,Formosa,
159,F3,,no-O1,,Ambiental,18/05/1992,cloaca (Clorinda),caja 4 tem amb,no creció,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clorinda,-25.289279,-57.722544,Formosa,
160,F4,,no-O1,,Ambiental,19/05/1992,cloaca (Clorinda),caja 4 tem amb,no creció,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clorinda,-25.289279,-57.722544,Formosa,
2624,J135,,no-O1,,Human,12/02/1996,Jujuy,,,Negative,,,,,,,,,NA,,CCBT0437,,O1,Ogawa,Human,02/03/1993,,Jujuy,Positive,Positive,Positive,Positive,,,,,NA,26237_7#84,4772STDY6941225,NA,NA,Jujuy,-23.119228,-65.614263,Jujuy,
162,S322,,O1,Ogawa,Human,21/05/1992,Salta,,,Positive,,,,,3,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
163,Rio Paraguay,,no-O1,,Ambiental,22/05/1992,Salta,,,Negative,,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
164,S8,,no-O1,,Ambiental,10/06/1992,Salta,,,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
165,SO2,,no-O1,,Ambiental,10/06/1992,Salta,,,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
166,SO6,,no-O1,,Ambiental,10/06/1992,Salta,,,Negative,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
167,SO19,,O1,Inaba,Human,10/06/1992,Salta,,,Positive,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
168,SO26,,O1,Ogawa,Human,10/06/1992,Salta,,,Positive,,,,,4,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salta,-24.832143,-65.539433,Salta,
